book_id,authors,year,title,average_rating
390,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr. Jekyll and Mr. Hyde,3.79
391,Dr. Seuss,1971,The Lorax,4.35
392,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",3.96
393,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)",4.24
394,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)",4.37
395,Ernest Hemingway,1940,For Whom the Bell Tolls,3.95
396,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,3.98
397,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer,4.0
398,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,3.73
399,J.K. Rowling,2007,The Tales of Beedle the Bard,4.06
400,William Gibson,1984,Neuromancer,3.88
401,Ernest Hemingway,1929,A Farewell to Arms,3.79
402,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings,4.15
403,"Sun Tzu, Thomas Cleary",-500,The Art of War,3.95
404,William Landay,2012,Defending Jacob,3.97
405,Kurt Vonnegut Jr.,1973,Breakfast of Champions,4.08
406,Betty Edwards,1979,The New Drawing on the Right Side of the Brain,3.84
407,Ann Patchett,2001,Bel Canto,3.92
408,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",4.0
409,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,4.26
410,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)",3.61
411,Sophie Kinsella,2005,The Undomestic Goddess,3.82
412,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23
413,Alexandre Dumas,1844,The Three Musketeers,4.06
414,Chris Cleave,2008,Little Bee,3.7
415,Alyson Noel,2009,"Evermore (The Immortals, #1)",3.59
416,"Roald Dahl, Quentin Blake",1983,The Witches,4.17
417,Diane Setterfield,2006,The Thirteenth Tale,3.95
418,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)",4.37
419,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)",4.35
420,Nicholas Sparks,1998,Message in a Bottle,3.95
421,Paula McLain,2011,The Paris Wife,3.79
422,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)",4.74
423,Kiera Cass,2013,"The Elite (The Selection, #2)",4.02
424,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose,4.11
425,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,3.77
426,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,3.89
427,Oscar Wilde,1895,The Importance of Being Earnest,4.17
428,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)",4.47
429,Terry Pratchett,1983,"The Color of Magic (Discworld, #1; Rincewind #1)",3.97
430,"Haruki Murakami, Philip Gabriel",2002,Kafka on the Shore,4.13
431,Thomas Harris,1981,"Red Dragon (Hannibal Lecter, #1)",4.01
432,Isaac Asimov,1950,"I, Robot (Robot #0.1)",4.17
433,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood, #1)",4.21
434,Becca Fitzpatrick,2010,"Crescendo (Hush, Hush, #2)",4.07
435,Lauren Oliver,2010,Before I Fall,3.92
436,Arundhati Roy,1997,The God of Small Things,3.91
437,Sue Monk Kidd,2014,The Invention of Wings,4.23
438,Liane Moriarty,2009,What Alice Forgot,4.05
439,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time,4.12
440,Ken Follett,2010,"Fall of Giants (The Century Trilogy, #1)",4.26
441,Stephen King,2009,Under the Dome,3.89
442,Neal Stephenson,1992,Snow Crash,4.02
443,Sarah Dessen,2006,Just Listen,4.06
444,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",4.34
445,S.J. Watson,2011,Before I Go to Sleep,3.87
446,Arthur Conan Doyle,1887,A Study in Scarlet,4.15
447,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle, #3)",4.03
448,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?,3.9
449,"P.C. Cast, Kristin Cast",2007,"Betrayed (House of Night, #2)",3.93
450,Jim Butcher,2000,"Storm Front (The Dresden Files, #1)",4.02
451,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,3.8
452,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)",4.1
453,Charles Frazier,1997,Cold Mountain,3.83
454,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,4.24
455,Emily Giffin,2005,"Something Blue (Darcy & Rachel, #2)",3.92
456,Tennessee Williams,1947,A Streetcar Named Desire,3.97
457,Elizabeth Kostova,2005,The Historian,3.77
458,Emily St. John Mandel,2014,Station Eleven,4.02
459,"Fredrik Backman, Henning Koch",2012,A Man Called Ove,4.35
460,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices, #3)",4.59
461,Pearl S. Buck,1931,"The Good Earth (House of Earth, #1)",3.97
462,John Berger,1972,Ways of Seeing,3.75
463,Diana Gabaldon,1992,"Dragonfly in Amber (Outlander, #2)",4.31
464,Anonymous,1611,Holy Bible: King James Version,4.43
465,Jennifer Weiner,2002,In Her Shoes,3.78
466,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit: Graphic Novel,4.48
467,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,3.89
468,Zora Neale Hurston,1937,Their Eyes Were Watching God,3.87
469,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,3.95
470,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,4.06
471,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,3.84
472,Viktor E. Frankl,1946,Man's Search for Meaning,4.33
473,Tana French,2007,"In the Woods (Dublin Murder Squad, #1)",3.74
474,Richard Dawkins,2006,The God Delusion,3.89
475,Gayle Forman,2011,"Where She Went (If I Stay, #2)",4.06
476,John Irving,1978,The World According to Garp,4.07
477,Lee Child,1997,"Killing Floor (Jack Reacher, #1)",4.04
478,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,Robinson Crusoe,3.66
479,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,The Prince,3.78
480,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials, #3)",4.06
481,Terry Goodkind,1994,"Wizard's First Rule (Sword of Truth, #1)",4.13
482,Kathleen Grissom,2010,The Kitchen House,4.18
483,J.D. Salinger,1961,Franny and Zooey,3.98
484,Chuck Palahniuk,2001,Choke,3.69
485,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,The Brothers Karamazov,4.3
486,Jeanne DuPrau,2003,"The City of Ember (Book of Ember, #1)",3.85
487,Michael Crichton,1969,The Andromeda Strain,3.87
488,Stephen King,1996,The Green Mile,4.42
489,Kahlil Gibran,1923,The Prophet,4.22
490,Art Spiegelman,1985,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",4.35
491,"P.C. Cast, Kristin Cast",2008,"Untamed (House of Night, #4)",3.95
492,Orson Scott Card,1986,"Speaker for the Dead (Ender's Saga, #2)",4.04
493,C.S. Lewis,1952,Mere Christianity,4.31
494,Donna Tartt,1992,The Secret History,4.07
495,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,3.68
496,Jean M. Auel,1980,"The Clan of the Cave Bear (Earth's Children, #1)",4.02
497,Anna Sewell,1877,Black Beauty,3.94
498,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,War and Peace,4.11
499,Bret Easton Ellis,1991,American Psycho,3.81
500,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries, #1)",3.76
501,Alexander McCall Smith,1998,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",3.75
502,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 01: Days Gone Bye",4.3
503,Arthur C. Clarke,1968,"2001: A Space Odyssey (Space Odyssey, #1)",4.12
504,Francine Rivers,1991,Redeeming Love,4.48
505,"Tim LaHaye, Jerry B. Jenkins",1995,"Left Behind (Left Behind, #1)",3.81
506,Kiera Cass,2014,"The One (The Selection, #3)",4.21
507,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",4.49
508,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,3.6
509,Sophie Kinsella,2008,Remember Me?,3.76
510,Robert Jordan,1990,"The Great Hunt (Wheel of Time, #2)",4.2
511,Patricia Cornwell,1990,"Postmortem (Kay Scarpetta, #1)",4.01
512,Edgar Allan Poe,1849,The Complete Stories and Poems,4.37
513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.42
514,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,4.29
515,Pat Conroy,1986,The Prince of Tides,4.22
516,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,4.17
517,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry, #1)",4.07
518,"J.M. Barrie, Michael Hague",1904,Peter Pan,4.1
519,Scott Westerfeld,2005,"Pretties (Uglies, #2)",3.85
520,"Haruki Murakami, Jay Rubin",1994,The Wind-Up Bird Chronicle,4.17
521,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",4.14
522,David Mitchell,2004,Cloud Atlas,4.01
523,Tim O'Brien,1990,The Things They Carried,4.12
524,Banksy,1988,Wall and Piece,3.83
525,Lauren Oliver,2012,"Pandemonium (Delirium, #2)",4.07
526,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter, #1)",3.89
527,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)",3.97
528,Robert Jordan,1991,"The Dragon Reborn (Wheel of Time, #3)",4.23
529,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver's Travels,3.55
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,4.06
531,"Unknown, Seamus Heaney",975,Beowulf,3.42
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,4.23
533,Harper Lee,2015,Go Set a Watchman,3.31
534,David Sedaris,2008,When You Are Engulfed in Flames,4.04
535,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",4.04
536,Victoria Aveyard,2015,"Red Queen (Red Queen, #1)",4.08
537,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business,4.03
538,John Berendt,1994,Midnight in the Garden of Good and Evil,3.9
539,Colleen Hoover,2012,"Hopeless (Hopeless, #1)",4.34
540,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,4.2
541,Sarah Dessen,2004,The Truth About Forever,4.13
542,C.S. Lewis,1954,"The Horse and His Boy (Chronicles of Narnia, #5)",3.9
543,Richelle Mead,2010,"Last Sacrifice (Vampire Academy, #6)",4.42
544,"Laura Ingalls Wilder, Garth Williams",1935,"Little House on the Prairie (Little House, #2)",4.18
545,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,4.29
546,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,3.76
547,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,3.8
548,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars, #1)",3.9
549,Don Freeman,1948,Corduroy,4.28
550,Michael Pollan,2006,The Omnivore's Dilemma: A Natural History of Four Meals,4.17
551,Kate Atkinson,2013,Life After Life,3.74
552,Nicholas Sparks,2000,The Rescue,4.1
553,Stephen King,1991,Needful Things,3.87
554,Diana Gabaldon,1993,"Voyager (Outlander, #3)",4.38
555,"Kenneth Branagh, William Shakespeare",1996,"Hamlet: Screenplay, Introduction And Film Diary",4.12
556,Stephen King,1981,Cujo,3.65
557,Jeffrey Eugenides,1993,The Virgin Suicides,3.83
558,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse, #4)",4.13
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the D'Urbervilles,3.77
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,3.64
561,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,4.22
562,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)",4.64
563,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse, #3)",4.03
564,Ned Vizzini,2006,It's Kind of a Funny Story,4.14
565,Brandon Sanderson,2007,"The Well of Ascension (Mistborn, #2)",4.35
566,Jojo Moyes,2015,"After You (Me Before You, #2)",3.7
567,Vanessa Diffenbaugh,2011,The Language of Flowers,4.07
568,"Frank Miller, Klaus Janson, Lynn Varley",1986,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",4.25
569,James Patterson,2005,"The Angel Experiment (Maximum Ride, #1)",4.08
570,Nick Hornby,1995,High Fidelity,3.94
571,Nicholas Sparks,2003,The Guardian,4.14
572,Margaret Atwood,2003,"Oryx and Crake (MaddAddam, #1)",4.0
573,John Gray,1998,"Men Are from Mars, Women Are from Venus",3.52
574,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,4.0
575,Michael Crichton,1999,Timeline,3.83
576,Voltaire,1759,Candide,3.76
577,Natalie Babbitt,1975,Tuck Everlasting,3.85
578,"Stephen King, Marie Milpois",1983,Christine,3.72
579,P.D. Eastman,1960,Are You My Mother?,4.16
580,E.H. Gombrich,1950,The Story of Art,3.83
581,Marissa Meyer,2013,"Scarlet (The Lunar Chronicles, #2)",4.3
582,Robert T. Kiyosaki,1997,"Rich Dad, Poor Dad",3.95
583,Becca Fitzpatrick,2011,"Silence (Hush, Hush, #3)",4.16
584,Lev Grossman,2009,The Magicians (The Magicians #1),3.47
585,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)",4.42
586,Libba Bray,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)",3.79
587,Jonathan Safran Foer,2002,Everything Is Illuminated,3.9
588,Robert Ludlum,1986,"The Bourne Supremacy (Jason Bourne, #2)",4.09
589,Tammara Webber,2012,"Easy (Contours of the Heart, #1)",4.11
590,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,3.96
591,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,4.11
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,The Master and Margarita,4.32
593,Ursula K. Le Guin,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)",3.99
594,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,4.0
595,John Knowles,1959,A Separate Peace,3.56
596,John Grisham,1995,The Rainmaker,3.91
597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quixote,3.85
598,Robin Hobb,1995,"Assassin's Apprentice (Farseer Trilogy, #1)",4.14
599,Douglas Adams,1980,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",4.22
600,Lauren Kate,2010,"Torment (Fallen, #2)",3.89
601,Beatrix Potter,1901,The Tale of Peter Rabbit,4.17
602,"C.S. Lewis, Pauline Baynes",1953,"The Silver Chair (Chronicles of Narnia, #4)",3.95
603,Brandon Sanderson,2008,"The Hero of Ages (Mistborn, #3)",4.46
604,Susanna Kaysen,1993,"Girl, Interrupted",3.9
605,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea",3.85
606,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,3.8
607,Cassandra Clare,2014,"City of Heavenly Fire (The Mortal Instruments, #6)",4.48
608,"Robert Munsch, Sheila McGraw",1986,Love You Forever,4.34
609,Stephen King,2006,Cell,3.64
610,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4.32
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion (Middle-Earth Universe),3.87
612,Stephen King,1987,"The Drawing of the Three (The Dark Tower, #2)",4.23
613,Kate Morton,2008,The Forgotten Garden,4.12
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,The Trial,3.98
615,Sarah Dessen,2002,This Lullaby,4.03
616,Jodi Picoult,2000,Plain Truth,3.97
617,Piper Kerman,2010,Orange Is the New Black,3.7
618,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,4.09
619,Daniel Kahneman,2011,"Thinking, Fast and Slow",4.08
620,Marion Zimmer Bradley,1982,"The Mists of Avalon (Avalon, #1)",4.12
621,Judy Blume,1970,"Are You There God? It's Me, Margaret",3.89
622,Nicholas Sparks,2002,Nights in Rodanthe,3.82
623,Stephen King,2014,"Mr. Mercedes (Bill Hodges Trilogy, #1)",3.92
624,Charlaine Harris,2007,"All Together Dead (Sookie Stackhouse, #7)",4.05
625,Chris Bohjalian,1997,Midwives,3.97
626,Chris Van Allsburg,1985,The Polar Express,4.29
627,"Jon Scieszka, Lane Smith",1989,The True Story of the 3 Little Pigs,4.29
628,Tom Clancy,1987,"Patriot Games (Jack Ryan Universe, #2)",4.11
629,"Paulo Coelho, Margaret Jull Costa",1998,Veronika Decides to Die,3.69
630,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead",3.94
631,Charlaine Harris,2005,"Dead as a Doornail (Sookie Stackhouse, #5)",4.01
632,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)",4.01
633,Robert A. Heinlein,1959,Starship Troopers,3.99
634,Sophie Kinsella,2011,I've Got Your Number,3.93
635,"Jostein Gaarder, Paulette Møller",1991,Sophie's World,3.88
636,Mark Cotta Vaz,2011,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",4.3
637,Ray Bradbury,1950,The Martian Chronicles,4.12
638,Jennifer Egan,2010,A Visit from the Goon Squad,3.64
639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,3.97
640,Michael Crichton,2002,Prey,3.72
641,C.S. Lewis,1956,"The Last Battle (Chronicles of Narnia, #7)",4.02
642,Ken Follett,2007,"World Without End (The Kingsbridge Series, #2)",4.23
643,"P.C. Cast, Kristin Cast",2008,"Chosen (House of Night, #3)",3.9
644,Colleen Hoover,2012,"Slammed (Slammed, #1)",4.29
645,Alex Flinn,2007,"Beastly (Beastly, #1; Kendra Chronicles, #1)",3.84
646,"Geoffrey Chaucer, Nevill Coghill",1390,The Canterbury Tales,3.48
647,Emily Giffin,2006,Baby Proof,3.71
648,Christopher Paolini,2011,"Inheritance (The Inheritance Cycle, #4)",4.08
649,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,1Q84,3.89
650,Harriet Beecher Stowe,1852,Uncle Tom's Cabin,3.83
651,"Gaston Leroux, Alexander Teixeira de Mattos",1909,The Phantom of the Opera,3.97
652,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",4.02
653,"José Saramago, Giovanni Pontiero",1995,Blindness,4.08
654,Jonathan Franzen,2010,Freedom,3.73
655,Ally Condie,2011,"Crossed (Matched, #2)",3.52
656,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",3.82
657,Aravind Adiga,2008,The White Tiger,3.71
658,Jonathan Franzen,2001,The Corrections,3.78
659,Barack Obama,1995,Dreams from My Father: A Story of Race and Inheritance,3.81
660,Michael Crichton,1980,Congo,3.55
661,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.22
662,Jhumpa Lahiri,1999,Interpreter of Maladies,4.12
663,Howard Zinn,1980,A People's History of the United States,4.07
664,Truman Capote,1958,Breakfast at Tiffany's,3.89
665,Justin Cronin,2010,"The Passage (The Passage, #1)",4.04
666,Neil Gaiman,2005,Anansi Boys,4.0
667,Sarah Dessen,2009,Along for the Ride,4.08
668,Celeste Ng,2014,Everything I Never Told You,3.78
669,"Isabel Allende, Magda Bogin",1982,The House of the Spirits,4.2
670,Stephen King,1979,The Dead Zone,3.9
671,"Agatha Christie, Ροζίτα Σώκου",1920,"The Mysterious Affair at Styles (Hercule Poirot, #1)",3.98
672,Agatha Christie,1934,"Murder on the Orient Express (Hercule Poirot, #10)",4.16
673,Chimamanda Ngozi Adichie,2013,Americanah,4.26
674,James Patterson,2001,Suzanne's Diary for Nicholas,4.16
675,Stephen King,1980,Firestarter,3.85
676,Sylvia Day,2013,"Entwined with You (Crossfire, #3)",4.19
677,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.27
678,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,3.98
679,Ludwig Bemelmans,1939,Madeline,4.22
680,Napoleon Hill,1937,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,4.17
681,"Laura Ingalls Wilder, Garth Williams",1932,"Little House in the Big Woods (Little House, #1)",4.16
682,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,3.8
683,Nicholas Sparks,2001,A Bend in the Road,4.02
684,Rick Riordan,2013,"The House of Hades (The Heroes of Olympus, #4)",4.54
685,Michael  Grant,2008,"Gone (Gone, #1)",3.85
686,Nicholas Sparks,2003,"The Wedding (The Notebook, #2)",3.98
687,David McCullough,2005,1776,4.06
688,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,3.98
689,Jess Walter,2012,Beautiful Ruins,3.67
690,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.69
691,Stephen King,1999,On Writing: A Memoir of the Craft,4.31
692,Kristin Hannah,2008,"Firefly Lane (Firefly Lane, #1)",4.04
693,Michael Crichton,1987,Sphere,3.77
694,Emily Giffin,2008,Love the One You're With,3.7
695,"Robert Galbraith, J.K. Rowling",2014,"The Silkworm (Cormoran Strike, #2)",4.03
696,Anne Rice,1985,"The Vampire Lestat (The Vampire Chronicles, #2)",4.05
697,Ann Patchett,2011,State of Wonder,3.85
698,Matthew Quick,2008,The Silver Linings Playbook,4.0
699,"Jules Verne, Anthony Bonner",1869,Twenty Thousand Leagues Under the Sea,3.86
700,Philippa Gregory,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",3.88
